"seqnames","start","end","width","strand","name"
"6",134115234,134115736,503,"*","ENSG00000216753.3"
"6",134133572,134133868,297,"*","ENSG00000266875.2"
"6",134169245,134318112,148868,"*","ENSG00000118515.11"
"6",134211449,134211527,79,"*","ENSG00000276703.1"
"6",134257034,134257143,110,"*","ENSG00000200058.1"
"6",134283091,134283193,103,"*","ENSG00000201309.1"
"6",134296300,134304297,7998,"*","ENSG00000286887.1"
"6",134296996,134298695,1700,"*","ENSG00000220378.3"
"6",134343306,134504581,161276,"*","ENSG00000236700.6"
"6",134345687,134349337,3651,"*","ENSG00000287974.1"
"6",134393141,134393900,760,"*","ENSG00000213118.4"
"6",134428238,134520585,92348,"*","ENSG00000231971.6"
"6",134520162,134689399,169238,"*","ENSG00000232310.8"
"6",134603563,134604698,1136,"*","ENSG00000218772.2"
"6",134606298,134609437,3140,"*","ENSG00000229722.1"
"6",134636488,134642495,6008,"*","ENSG00000227723.1"
"6",134706059,134707349,1291,"*","ENSG00000236389.1"
"6",134897873,134898759,887,"*","ENSG00000213117.4"
"6",134917392,134950115,32724,"*","ENSG00000118514.14"
"6",134941391,134942450,1060,"*","ENSG00000240056.2"
"6",134960377,135103056,142680,"*","ENSG00000112339.15"
"6",134979337,134979432,96,"*","ENSG00000283409.1"
"6",135055032,135060550,5519,"*","ENSG00000232876.1"
"6",135181307,135219173,37867,"*","ENSG00000118513.19"
"6",135195082,135195995,914,"*","ENSG00000236703.1"
"6",135239159,135239256,98,"*","ENSG00000207689.1"
"6",135259995,135260933,939,"*","ENSG00000224374.1"
"6",135283531,135497765,214235,"*","ENSG00000135541.21"
"6",135301567,135307158,5592,"*","ENSG00000234084.1"
"6",135323398,135327965,4568,"*","ENSG00000287094.1"
"6",135474503,135474609,107,"*","ENSG00000201012.1"
"6",135497421,135813990,316570,"*","ENSG00000231028.9"
"6",135619164,135620171,1008,"*","ENSG00000226540.2"
"6",135628786,135634681,5896,"*","ENSG00000233534.3"
"6",135636085,135636713,629,"*","ENSG00000217482.2"
"6",135807147,135808466,1320,"*","ENSG00000236378.1"
"6",135851700,136195574,343875,"*","ENSG00000171408.14"
"6",135854052,135880942,26891,"*","ENSG00000286313.1"
"6",135882779,135888133,5355,"*","ENSG00000288054.1"
"6",135991935,136225751,233817,"*","ENSG00000237596.7"
"6",136034552,136034886,335,"*","ENSG00000213111.5"
"6",136206477,136206860,384,"*","ENSG00000277973.1"
"6",136231023,136250335,19313,"*","ENSG00000146410.12"
"6",136256626,136289851,33226,"*","ENSG00000029363.17"
"6",136317960,136318236,277,"*","ENSG00000216519.2"
"6",136335713,136336087,375,"*","ENSG00000260418.1"
"6",136342280,136550819,208540,"*","ENSG00000135525.18"
"6",136364128,136365079,952,"*","ENSG00000220660.2"
"6",136419846,136420425,580,"*","ENSG00000216613.2"
"6",136475861,136476150,290,"*","ENSG00000218424.2"
"6",136545191,136545492,302,"*","ENSG00000271765.1"
"6",136550660,136552554,1895,"*","ENSG00000272189.1"
"6",136557045,136792477,235433,"*","ENSG00000197442.10"
"6",136629065,136648198,19134,"*","ENSG00000234263.2"
"6",136630242,136630355,114,"*","ENSG00000212242.1"
"6",136784044,136786280,2237,"*","ENSG00000286646.1"
"6",136822563,136913934,91372,"*","ENSG00000112357.13"
"6",136855697,136855831,135,"*","ENSG00000201807.1"
"6",136900232,136901529,1298,"*","ENSG00000213109.4"
"6",136922300,136925660,3361,"*","ENSG00000182747.5"
"6",136934764,136934866,103,"*","ENSG00000207247.1"
"6",136973929,136974217,289,"*","ENSG00000230350.1"
"6",136982164,136993234,11071,"*","ENSG00000225391.5"
"6",136995169,136999504,4336,"*","ENSG00000235399.1"
"6",136999970,137045180,45211,"*","ENSG00000016402.13"
"6",137143819,137173648,29830,"*","ENSG00000164485.15"
"6",137197483,137219449,21967,"*","ENSG00000027697.14"
"6",137492198,137494394,2197,"*","ENSG00000177468.7"
"6",137543896,137544372,477,"*","ENSG00000213108.3"
"6",137657997,137763984,105988,"*","ENSG00000230533.4"
"6",137693067,137700415,7349,"*","ENSG00000283265.1"
"6",137705422,137707201,1780,"*","ENSG00000220412.1"
"6",137730169,137792835,62667,"*","ENSG00000234956.7"
"6",137784373,137784486,114,"*","ENSG00000207300.1"
"6",137823672,137868233,44562,"*","ENSG00000237499.7"
"6",137867213,137883312,16100,"*","ENSG00000118503.15"
"6",137900584,137903576,2993,"*","ENSG00000287393.1"
"6",137943078,137945802,2725,"*","ENSG00000226004.1"
"6",137945365,137972522,27158,"*","ENSG00000229922.5"
"6",137995269,137996147,879,"*","ENSG00000219463.1"
"6",138088504,138107419,18916,"*","ENSG00000112378.12"
"6",138161938,138344663,182726,"*","ENSG00000112379.9"
"6",138215985,138218491,2507,"*","ENSG00000254440.3"
"6",138377904,138383075,5172,"*","ENSG00000262543.1"
"6",138393372,138393544,173,"*","ENSG00000218499.1"
"6",138402584,138403560,977,"*","ENSG00000215878.3"
"6",138403530,138422197,18668,"*","ENSG00000051620.11"
"6",138422042,138692571,270530,"*","ENSG00000135540.11"
"6",138435212,138435294,83,"*","ENSG00000266555.1"
"6",138464098,138464383,286,"*","ENSG00000274594.1"
"6",138650225,138650973,749,"*","ENSG00000216802.1"
"6",138692547,138697288,4742,"*","ENSG00000225177.6"
"6",138725210,138773652,48443,"*","ENSG00000279968.2"
"6",138773508,138793319,19812,"*","ENSG00000024862.17"
"6",138795925,138904070,108146,"*","ENSG00000203734.11"
"6",138822746,138823799,1054,"*","ENSG00000225415.2"
"6",138878898,138879407,510,"*","ENSG00000220600.2"
"6",138903492,138988261,84770,"*","ENSG00000135597.18"
"6",139028744,139043302,14559,"*","ENSG00000146386.8"
"6",139135079,139180802,45724,"*","ENSG00000112406.5"
"6",139144203,139239653,95451,"*","ENSG00000231329.8"
"6",139159156,139277181,118026,"*","ENSG00000272446.5"
"6",139240060,139291998,51939,"*","ENSG00000164440.15"
"6",139271361,139667284,395924,"*","ENSG00000226571.2"
"6",139338017,139339580,1564,"*","ENSG00000218565.2"
"6",139371806,139374648,2843,"*","ENSG00000164442.10"
"6",139435635,139474658,39024,"*","ENSG00000238099.3"
"6",139614437,139615204,768,"*","ENSG00000219806.1"
"6",139659927,139661513,1587,"*","ENSG00000205695.3"
"6",139677638,139860476,182839,"*","ENSG00000231426.7"
"6",139856103,139877391,21289,"*","ENSG00000225148.1"
"6",139938863,139991094,52232,"*","ENSG00000287820.1"
"6",139976351,140093721,117371,"*","ENSG00000236013.7"
"6",140158590,140158694,105,"*","ENSG00000252107.1"
"6",140205251,140205326,76,"*","ENSG00000263514.1"
"6",140575787,140898381,322595,"*","ENSG00000285875.1"
"6",140683813,140683883,71,"*","ENSG00000264390.1"
"6",140761528,140762262,735,"*","ENSG00000217684.2"
"6",140845957,140852924,6968,"*","ENSG00000234147.1"
"6",140922456,140922910,455,"*","ENSG00000216548.2"
"6",141019787,141020026,240,"*","ENSG00000275138.1"
"6",141403239,141404494,1256,"*","ENSG00000286452.1"
"6",141447010,141451006,3997,"*","ENSG00000259828.1"
"6",141486140,141486412,273,"*","ENSG00000222764.1"
"6",141635649,141636503,855,"*","ENSG00000218351.2"
"6",142058329,142088799,30471,"*","ENSG00000135577.4"
"6",142062716,142063053,338,"*","ENSG00000270983.1"
"6",142088232,142089219,988,"*","ENSG00000236822.1"
"6",142133089,142135151,2063,"*","ENSG00000203733.5"
"6",142147161,142224685,77525,"*","ENSG00000009844.16"
"6",142251846,142259632,7787,"*","ENSG00000237494.1"
"6",142301853,142446266,144414,"*","ENSG00000112414.15"
"6",142526454,142637889,111436,"*","ENSG00000236366.3"
"6",142671979,142681267,9289,"*","ENSG00000287084.1"
"6",142748442,142753759,5318,"*","ENSG00000233138.1"
"6",142751468,142956698,205231,"*","ENSG00000010818.10"
"6",142788122,142794086,5965,"*","ENSG00000237851.1"
"6",142946405,142957945,11541,"*","ENSG00000232618.2"
"6",142966292,143059682,93391,"*","ENSG00000229017.7"
"6",143039424,143042324,2901,"*","ENSG00000227192.1"
"6",143060495,143341058,280564,"*","ENSG00000146416.19"
"6",143094033,143099645,5613,"*","ENSG00000225752.1"
"6",143298769,143299554,786,"*","ENSG00000217495.2"
"6",143327274,143327655,382,"*","ENSG00000216642.1"
"6",143342245,143343383,1139,"*","ENSG00000217648.1"
"6",143386580,143387409,830,"*","ENSG00000270655.1"
"6",143422831,143450695,27865,"*","ENSG00000189007.16"
"6",143436215,143436710,496,"*","ENSG00000218896.1"
"6",143449808,143449911,104,"*","ENSG00000223203.1"
"6",143450804,143490616,39813,"*","ENSG00000034693.15"
"6",143484978,143507327,22350,"*","ENSG00000278206.1"
"6",143490423,143506406,15984,"*","ENSG00000229036.7"
"6",143494811,143511720,16910,"*","ENSG00000001036.14"
"6",143536844,143831185,294342,"*","ENSG00000112419.14"
"6",143554324,143562031,7708,"*","ENSG00000235740.2"
"6",143807091,143844617,37527,"*","ENSG00000257065.1"
"6",143843337,143863812,20476,"*","ENSG00000135521.9"
"6",143857317,143938471,81155,"*","ENSG00000280148.1"
"6",143858061,143858689,629,"*","ENSG00000270890.1"
"6",143864435,143938343,73909,"*","ENSG00000118491.10"
"6",143940299,144064599,124301,"*","ENSG00000118495.19"
"6",144004915,144008262,3348,"*","ENSG00000283122.1"
"6",144007226,144007464,239,"*","ENSG00000276680.1"
"6",144036617,144037704,1088,"*","ENSG00000217231.2"
"6",144094883,144095573,691,"*","ENSG00000169976.7"
"6",144136449,144136775,327,"*","ENSG00000219297.1"
"6",144150516,144191939,41424,"*","ENSG00000135604.10"
"6",144200446,144200965,520,"*","ENSG00000217027.1"
"6",144257033,144257624,592,"*","ENSG00000216475.1"
"6",144285700,144853034,567335,"*","ENSG00000152818.18"
"6",144311698,144333301,21604,"*","ENSG00000225311.1"
"6",144397958,144398752,795,"*","ENSG00000219409.2"
"6",144706732,144707047,316,"*","ENSG00000217195.1"
"6",144708105,144708497,393,"*","ENSG00000220739.2"
"6",145296544,145311092,14549,"*","ENSG00000285598.1"
"6",145382534,145736023,353490,"*","ENSG00000112425.15"
"6",145463237,145463399,163,"*","ENSG00000201119.1"
"6",145489629,145492092,2464,"*","ENSG00000217612.2"
"6",145735569,145737218,1650,"*","ENSG00000270638.1"
"6",145736910,145737173,264,"*","ENSG00000270828.1"
"6",145749916,145887430,137515,"*","ENSG00000235652.8"
"6",145784405,145786559,2155,"*","ENSG00000288056.1"
"6",145789269,145791973,2705,"*","ENSG00000280184.2"
"6",145793501,145814795,21295,"*","ENSG00000118496.5"
"6",145864244,145964423,100180,"*","ENSG00000146414.16"
"6",146027645,146437601,409957,"*","ENSG00000152822.14"
"6",146171314,146171847,534,"*","ENSG00000187103.3"
"6",146340419,146340524,106,"*","ENSG00000222971.1"
"6",146364930,146365494,565,"*","ENSG00000216811.2"
"6",146543832,146554953,11122,"*","ENSG00000118508.5"
"6",146594515,146598931,4417,"*","ENSG00000237468.2"
"6",146598966,146815462,216497,"*","ENSG00000118492.17"
"6",146638843,146639261,419,"*","ENSG00000273719.1"
"6",146639699,146639769,71,"*","ENSG00000207431.2"
"6",146802358,146803824,1467,"*","ENSG00000228283.3"
"6",146824538,147204614,380077,"*","ENSG00000233452.7"
"6",146854982,146863460,8479,"*","ENSG00000227748.2"
"6",146948527,146951159,2633,"*","ENSG00000272397.1"
"6",147158924,147180992,22069,"*","ENSG00000196634.3"
"6",147204424,147390476,186053,"*","ENSG00000164506.14"
"6",147406530,147406824,295,"*","ENSG00000273997.1"
"6",147406888,147408281,1394,"*","ENSG00000220494.4"
"6",147508689,147737547,228859,"*","ENSG00000203727.4"
"6",147660702,147953937,293236,"*","ENSG00000227681.5"
"6",147741433,147743324,1892,"*","ENSG00000226249.1"
"6",148001715,148018985,17271,"*","ENSG00000287976.1"
"6",148017421,148020974,3554,"*","ENSG00000234675.1"
"6",148133808,148137404,3597,"*","ENSG00000230205.1"
"6",148155119,148157084,1966,"*","ENSG00000287473.1"
"6",148237584,148283408,45825,"*","ENSG00000224658.1"
"6",148272303,148552048,279746,"*","ENSG00000111961.18"
"6",148278671,148278778,108,"*","ENSG00000207345.1"
"6",148478692,148480763,2072,"*","ENSG00000215223.3"
"6",148567377,148567654,278,"*","ENSG00000217824.1"
"6",148647706,148648597,892,"*","ENSG00000231368.1"
"6",148747029,149076990,329962,"*","ENSG00000111962.8"
"6",148955627,148964684,9058,"*","ENSG00000227660.1"
"6",149027699,149032573,4875,"*","ENSG00000236591.1"
"6",149112008,149112672,665,"*","ENSG00000219487.2"
"6",149217925,149245554,27630,"*","ENSG00000228408.6"
"6",149218640,149411613,192974,"*","ENSG00000055208.19"
"6",149243298,149257551,14254,"*","ENSG00000225924.2"
"6",149246094,149255415,9322,"*","ENSG00000283608.1"
"6",149291351,149291646,296,"*","ENSG00000241391.3"
"6",149304106,149304428,323,"*","ENSG00000216265.1"
"6",149400261,149401278,1018,"*","ENSG00000177688.7"
"6",149446794,149485014,38221,"*","ENSG00000178199.14"
"6",149491566,149492289,724,"*","ENSG00000219553.2"
"6",149504494,149546043,41550,"*","ENSG00000131013.4"
"6",149516955,149517017,63,"*","ENSG00000252244.1"
"6",149561151,149563949,2799,"*","ENSG00000235168.1"
"6",149566293,149591748,25456,"*","ENSG00000055211.14"
"6",149576088,149590864,14777,"*","ENSG00000281021.1"
"6",149591754,149592663,910,"*","ENSG00000233330.1"
"6",149592686,149601878,9193,"*","ENSG00000220848.5"
"6",149594624,149594759,136,"*","ENSG00000202343.1"
"6",149594872,149648972,54101,"*","ENSG00000186625.14"
"6",149631436,149631549,114,"*","ENSG00000207292.1"
"6",149658152,149718105,59954,"*","ENSG00000131023.13"
"6",149717620,149718888,1269,"*","ENSG00000278899.1"
"6",149724314,149749665,25352,"*","ENSG00000120253.14"
"6",149749442,149811420,61979,"*","ENSG00000120265.17"
"6",149794762,149795746,985,"*","ENSG00000219433.2"
"6",149796150,149799150,3001,"*","ENSG00000231760.5"
"6",149797316,149826294,28979,"*","ENSG00000285889.1"
"6",149817936,149896011,78076,"*","ENSG00000285991.1"
"6",149818756,149864359,45604,"*","ENSG00000120256.11"
"6",149852461,149853192,732,"*","ENSG00000273132.1"
"6",149863493,149919507,56015,"*","ENSG00000268592.3"
"6",149879961,149881572,1612,"*","ENSG00000217733.2"
"6",149883374,149898102,14729,"*","ENSG00000164520.11"
"6",149884430,149919508,35079,"*","ENSG00000223701.3"
"6",149904242,149906418,2177,"*","ENSG00000216906.2"
"6",149916877,149923121,6245,"*","ENSG00000203722.8"
"6",149934526,149936782,2257,"*","ENSG00000216621.8"
"6",149942013,149949235,7223,"*","ENSG00000131015.5"
"6",149951832,149952239,408,"*","ENSG00000215094.3"
"6",149963942,149973715,9774,"*","ENSG00000111981.5"
"6",149977470,149979105,1636,"*","ENSG00000219298.1"
"6",149977921,149978416,496,"*","ENSG00000231120.3"
"6",149998018,150005157,7140,"*","ENSG00000218358.2"
"6",150018333,150025532,7200,"*","ENSG00000155918.8"
"6",150032768,150033566,799,"*","ENSG00000216444.1"
"6",150040546,150042033,1488,"*","ENSG00000235972.1"
"6",150042545,150043353,809,"*","ENSG00000213091.2"
"6",150061052,150069121,8070,"*","ENSG00000131019.11"
"6",150143043,150250392,107350,"*","ENSG00000198729.5"
"6",150164583,150164686,104,"*","ENSG00000238594.1"
"6",150326622,150326763,142,"*","ENSG00000201628.1"
"6",150368891,150405969,37079,"*","ENSG00000009765.14"
"6",150384306,150385120,815,"*","ENSG00000220598.1"
"6",150504810,150510300,5491,"*","ENSG00000219622.1"
"6",150599882,150843665,243784,"*","ENSG00000120278.16"
"6",150600833,150605850,5018,"*","ENSG00000232891.1"
"6",150624676,150626086,1411,"*","ENSG00000224029.1"
"6",150650771,150652025,1255,"*","ENSG00000226599.1"
"6",150827662,150828384,723,"*","ENSG00000213089.4"
"6",150865548,151101887,236340,"*","ENSG00000120254.15"
"6",150934967,150935566,600,"*","ENSG00000218996.1"
"6",150939221,150939328,108,"*","ENSG00000202119.1"
"6",151054896,151056057,1162,"*","ENSG00000232290.1"
"6",151088102,151228447,140346,"*","ENSG00000223598.1"
"6",151099528,151099933,406,"*","ENSG00000219747.1"
"6",151196680,151197638,959,"*","ENSG00000231883.1"
"6",151201340,151201444,105,"*","ENSG00000238616.1"
"6",151225549,151225947,399,"*","ENSG00000213087.3"
"6",151239966,151358559,118594,"*","ENSG00000131016.17"
"6",151280514,151280612,99,"*","ENSG00000252431.1"
"6",151298840,151298933,94,"*","ENSG00000252487.1"
"6",151319634,151319950,317,"*","ENSG00000223039.1"
"6",151364114,151391559,27446,"*","ENSG00000181472.5"
"6",151377999,151378099,101,"*","ENSG00000252615.1"
"6",151404761,151452158,47398,"*","ENSG00000155906.19"
"6",151411258,151413945,2688,"*","ENSG00000219395.2"
"6",151452257,151470101,17845,"*","ENSG00000146476.11"
"6",151494016,151621193,127178,"*","ENSG00000120262.10"
"6",151615772,151615879,108,"*","ENSG00000207422.1"
"6",151656690,152129619,472930,"*","ENSG00000091831.23"
"6",151813275,151814179,905,"*","ENSG00000233823.1"
"6",152091711,152094009,2299,"*","ENSG00000287914.1"
"6",152112758,152118397,5640,"*","ENSG00000284615.1"
"6",152121683,152637801,516119,"*","ENSG00000131018.24"
"6",152380545,152381564,1020,"*","ENSG00000234577.1"
"6",152402397,152404966,2570,"*","ENSG00000226193.1"
"6",152410274,152410394,121,"*","ENSG00000202044.1"
"6",152545929,152546984,1056,"*","ENSG00000233464.2"
"6",152697894,152724567,26674,"*","ENSG00000120279.6"
"6",152705734,152706128,395,"*","ENSG00000218792.2"
"6",152750796,152759765,8970,"*","ENSG00000146469.13"
"6",152754902,152875991,121090,"*","ENSG00000224893.7"
"6",152898046,152899280,1235,"*","ENSG00000217372.2"
"6",152959358,152959605,248,"*","ENSG00000220745.2"
"6",152970518,152983579,13062,"*","ENSG00000112029.10"
"6",152983330,152991322,7993,"*","ENSG00000227627.3"
"6",152987361,153002709,15349,"*","ENSG00000112031.16"
"6",153004458,153131282,126825,"*","ENSG00000091844.8"
"6",153159219,153159345,127,"*","ENSG00000201939.1"
"6",153231319,153347488,116170,"*","ENSG00000213121.2"
"6",153282286,153282733,448,"*","ENSG00000218426.5"
"6",153304594,153427154,122561,"*","ENSG00000237312.2"
"6",153420437,153420572,136,"*","ENSG00000222806.1"
"6",153665706,153666390,685,"*","ENSG00000217160.2"
"6",153666465,153666666,202,"*","ENSG00000242246.2"
"6",153666626,153667318,693,"*","ENSG00000218776.4"
"6",153667317,153668106,790,"*","ENSG00000217044.1"
"6",153668176,153668362,187,"*","ENSG00000220733.1"
"6",153668588,153668858,271,"*","ENSG00000220514.1"
"6",153668878,153669901,1024,"*","ENSG00000216713.1"
"6",153681446,153681553,108,"*","ENSG00000199246.1"
"6",153938432,153938992,561,"*","ENSG00000217085.2"
"6",154010495,154246867,236373,"*","ENSG00000112038.18"
"6",154154495,154356792,202298,"*","ENSG00000074706.13"
"6",154159827,154510114,350288,"*","ENSG00000288520.1"
"6",154216930,154217489,560,"*","ENSG00000237593.1"
"6",154387514,154510685,123172,"*","ENSG00000153721.19"
"6",154477981,154479593,1613,"*","ENSG00000286553.1"
"6",154510790,154522307,11518,"*","ENSG00000287260.1"
"6",154542551,154542740,190,"*","ENSG00000275419.1"
"6",154549516,154550242,727,"*","ENSG00000220181.1"
"6",154576308,154577079,772,"*","ENSG00000219146.1"
"6",154605615,154605954,340,"*","ENSG00000231316.1"
"6",154706642,154707795,1154,"*","ENSG00000205625.2"
"6",154733324,154834244,100921,"*","ENSG00000213079.9"
"6",154825175,154825279,105,"*","ENSG00000200594.1"
"6",154832696,155257723,425028,"*","ENSG00000146426.18"
"6",154845073,154845620,548,"*","ENSG00000218757.1"
"6",154853359,154853436,78,"*","ENSG00000264814.1"
"6",154905075,154905206,132,"*","ENSG00000238963.2"
"6",155004834,155005318,485,"*","ENSG00000274451.1"
"6",155253138,155256724,3587,"*","ENSG00000235381.1"
"6",155256133,155314493,58361,"*","ENSG00000029639.11"
"6",155264012,155276548,12537,"*","ENSG00000171217.5"
"6",155380510,155381183,674,"*","ENSG00000232529.1"
"6",155395367,155455839,60473,"*","ENSG00000074771.4"
"6",155654962,155655026,65,"*","ENSG00000238789.1"
"6",155911194,156397589,486396,"*","ENSG00000287092.1"
"6",155946796,155946879,84,"*","ENSG00000221456.1"
"6",156350578,156390246,39669,"*","ENSG00000285797.1"
"6",156378749,156378824,76,"*","ENSG00000212295.1"
"6",156493225,156505011,11787,"*","ENSG00000227360.2"
"6",156662049,156662437,389,"*","ENSG00000220347.1"
"6",156774216,156774662,447,"*","ENSG00000271265.1"
"6",156776019,157210779,434761,"*","ENSG00000049618.23"
"6",156776359,156778422,2064,"*","ENSG00000271551.2"
"6",156779677,156779731,55,"*","ENSG00000271899.1"
"6",156780326,156780455,130,"*","ENSG00000270487.1"
"6",156976293,156977072,780,"*","ENSG00000218596.2"
"6",157107726,157119706,11981,"*","ENSG00000233044.1"
"6",157289385,157323601,34217,"*","ENSG00000215712.10"
"6",157299044,157300126,1083,"*","ENSG00000217783.2"
"6",157323963,157324477,515,"*","ENSG00000271040.1"
"6",157365989,157366923,935,"*","ENSG00000213078.3"
"6",157372555,157373171,617,"*","ENSG00000218631.1"
"6",157377061,157380896,3836,"*","ENSG00000286482.1"
"6",157381132,157678157,297026,"*","ENSG00000175048.17"
"6",157529131,157529200,70,"*","ENSG00000266617.1"
"6",157700386,157945077,244692,"*","ENSG00000130340.16"
"6",157829142,157830573,1432,"*","ENSG00000234361.1"
"6",157872570,157875210,2641,"*","ENSG00000229502.5"
"6",157885113,157892786,7674,"*","ENSG00000236324.1"
"6",157924401,157924676,276,"*","ENSG00000220867.1"
"6",157934167,157934257,91,"*","ENSG00000252658.1"
"6",157981862,158099176,117315,"*","ENSG00000078269.15"
"6",158000108,158000749,642,"*","ENSG00000285642.1"
"6",158001106,158002383,1278,"*","ENSG00000233496.1"
"6",158109518,158168280,58763,"*","ENSG00000122335.17"
"6",158168349,158199344,30996,"*","ENSG00000272047.2"
"6",158232235,158511828,279594,"*","ENSG00000130338.13"
"6",158237335,158242797,5463,"*","ENSG00000188451.8"
"6",158282840,158428379,145540,"*","ENSG00000274023.1"
"6",158296670,158303372,6703,"*","ENSG00000287591.1"
"6",158397884,158398561,678,"*","ENSG00000238019.1"
"6",158437796,158438088,293,"*","ENSG00000243373.3"
"6",158515604,158516229,626,"*","ENSG00000219188.1"
"6",158536435,158635428,98994,"*","ENSG00000146433.8"
"6",158609705,158621636,11932,"*","ENSG00000218226.1"
"6",158609706,158609790,85,"*","ENSG00000278571.1"
"6",158636473,158644743,8271,"*","ENSG00000146425.11"
"6",158650013,158764876,114864,"*","ENSG00000164674.15"
"6",158725746,158726803,1058,"*","ENSG00000219249.2"
"6",158764660,158764753,94,"*","ENSG00000265558.1"
"6",158765740,158819368,53629,"*","ENSG00000092820.18"
"6",158817978,158822252,4275,"*","ENSG00000233893.2"
"6",158841116,158857632,16517,"*","ENSG00000243775.2"
"6",158853587,158864502,10916,"*","ENSG00000285159.1"
"6",158869847,158919105,49259,"*","ENSG00000203711.14"
"6",158921270,158922150,881,"*","ENSG00000213076.3"
"6",158926465,158926571,107,"*","ENSG00000223191.1"
"6",158972870,159000187,27318,"*","ENSG00000130363.11"
"6",158988177,159088114,99938,"*","ENSG00000271913.7"
"6",159034467,159045152,10686,"*","ENSG00000164691.17"
"6",159042191,159095823,53633,"*","ENSG00000226032.2"
"6",159051673,159121495,69823,"*","ENSG00000285492.1"
"6",159094092,159116254,22163,"*","ENSG00000224478.3"
"6",159165898,159170007,4110,"*","ENSG00000233682.3"
"6",159169399,159272108,102710,"*","ENSG00000164694.17"
"6",159240785,159243329,2545,"*","ENSG00000235086.1"
"6",159353921,159383339,29419,"*","ENSG00000231178.3"
"6",159383421,159401147,17727,"*","ENSG00000234777.3"
"6",159468600,159662627,194028,"*","ENSG00000286533.1"
"6",159526061,159526527,467,"*","ENSG00000216480.2"
"6",159555963,159556174,212,"*","ENSG00000276413.1"
"6",159586954,159589169,2216,"*","ENSG00000237927.1"
"6",159669068,159745186,76119,"*","ENSG00000112096.18"
"6",159679118,159762529,83412,"*","ENSG00000285441.1"
"6",159712800,159713985,1186,"*","ENSG00000220305.1"
"6",159720414,159720540,127,"*","ENSG00000251988.1"
"6",159725584,159756319,30736,"*","ENSG00000146457.16"
"6",159760257,159762332,2076,"*","ENSG00000285427.1"
"6",159762044,159779112,17069,"*","ENSG00000120437.9"
"6",159778497,159789703,11207,"*","ENSG00000120438.12"
"6",159780249,159780381,133,"*","ENSG00000207392.1"
"6",159785593,159785733,141,"*","ENSG00000206910.1"
"6",159789811,159798436,8626,"*","ENSG00000112110.10"
"6",159800248,159820704,20457,"*","ENSG00000146453.13"
"6",159899185,159902510,3326,"*","ENSG00000236823.1"
"6",159906689,159916530,9842,"*","ENSG00000130368.5"
"6",159969098,160113507,144410,"*","ENSG00000197081.14"
"6",160003290,160007664,4375,"*","ENSG00000268257.2"
"6",160093081,160096212,3132,"*","ENSG00000213073.4"
"6",160121814,160158718,36905,"*","ENSG00000175003.15"
"6",160163538,160163755,218,"*","ENSG00000216516.1"
"6",160171060,160277638,106579,"*","ENSG00000112499.13"
"6",160272616,160276130,3515,"*","ENSG00000230234.1"
"6",160348377,160452577,104201,"*","ENSG00000146477.6"
"6",160369199,160386934,17736,"*","ENSG00000287656.1"
"6",160453427,160520269,66843,"*","ENSG00000213071.11"
"6",160531482,160664259,132778,"*","ENSG00000198670.11"
"6",160666227,160676523,10297,"*","ENSG00000243831.1"
"6",160698287,160700632,2346,"*","ENSG00000224477.5"
"6",160702237,160753315,51079,"*","ENSG00000122194.18"
"6",160742508,160767490,24983,"*","ENSG00000287558.1"
"6",160755397,160757518,2122,"*","ENSG00000276960.1"
"6",160773987,160783214,9228,"*","ENSG00000274903.1"
"6",160872887,160926204,53318,"*","ENSG00000224371.6"
"6",160905769,160913638,7870,"*","ENSG00000220913.1"
"6",160926268,160943110,16843,"*","ENSG00000233342.2"
"6",160931079,160985624,54546,"*","ENSG00000231863.2"
"6",160990317,160992342,2026,"*","ENSG00000272841.1"
"6",160991726,161117385,125660,"*","ENSG00000085511.20"
"6",161129966,161274061,144096,"*","ENSG00000026652.15"
"6",161347416,162727771,1380356,"*","ENSG00000185345.21"
"6",161353678,161355350,1673,"*","ENSG00000286498.1"
"6",161435097,161446016,10920,"*","ENSG00000286805.1"
"6",162568378,162569728,1351,"*","ENSG00000227913.1"
"6",162727131,163315492,588362,"*","ENSG00000112530.11"
"6",162957257,162957548,292,"*","ENSG00000217557.1"
"6",162969049,162975007,5959,"*","ENSG00000285610.1"
"6",163042556,163054161,11606,"*","ENSG00000225437.6"
"6",163115690,163137775,22086,"*","ENSG00000285553.1"
"6",163163829,163192038,28210,"*","ENSG00000225683.6"
"6",163306906,163324530,17625,"*","ENSG00000281692.2"
"6",163338362,163346744,8383,"*","ENSG00000285564.2"
"6",163348018,163353220,5203,"*","ENSG00000285726.1"
"6",163363209,163363463,255,"*","ENSG00000217514.1"
"6",163413064,163413960,897,"*","ENSG00000270419.1"
"6",163413999,163578592,164594,"*","ENSG00000112531.17"
"6",163586582,163588165,1584,"*","ENSG00000228692.2"
"6",163671576,164231610,560035,"*","ENSG00000235538.2"
"6",163705936,163714306,8371,"*","ENSG00000285858.1"
"6",163840560,163840852,293,"*","ENSG00000266128.2"
"6",163956298,163960187,3890,"*","ENSG00000286573.1"
"6",164084022,164085661,1640,"*","ENSG00000260422.1"
"6",164108619,164109694,1076,"*","ENSG00000230627.1"
"6",164346488,164348644,2157,"*","ENSG00000226739.1"
"6",164791287,164827683,36397,"*","ENSG00000287550.1"
"6",164827731,164832114,4384,"*","ENSG00000227455.3"
